,ilkid,first_name,last_name,position_x,firstseason,lastseason,h_feet,h_inches,weight_x,college,birthdate_x,birth_year,person_id,display_first_last,display_last_comma_first,display_fi_last,player_slug,birthdate_y,school,country,last_affiliation,height,weight_y,season_exp,jersey,position_y,rosterstatus,games_played_current_season_flag,team_id,team_name,team_abbreviation,team_code,team_city,playercode,from_year,to_year,dleague_flag,nba_flag,games_played_flag,draft_year,draft_round,draft_number,greatest_75_flag
63,ARMSTDA01,darrell,armstrong,G,1994,2004,6.0,0.0,170.0,Fayetteville State,1968-06-22 00:00:00,1968,353,Darrell Armstrong,"Armstrong, Darrell",D. Armstrong,darrell-armstrong,1968-06-22 00:00:00,Fayetteville State,USA,Fayetteville State/USA,6-1,180.0,15.0,10,Guard,Inactive,N,1610612753,Magic,ORL,magic,Orlando,darrell_armstrong,1994.0,2007.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
64,ARMSTTA01,tate,armstrong,G,1977,1978,6.0,3.0,175.0,Duke,1955-10-05 00:00:00,1955,76059,Tate Armstrong,"Armstrong, Tate",T. Armstrong,tate-armstrong,1955-10-05 00:00:00,Duke,USA,Duke/USA,6-3,175.0,2.0,14,Guard,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,HISTADD_tate_armstrong,1977.0,1978.0,N,Y,Y,1977,1,13,N
65,ARNELJE01,jesse,arnelle,F,1955,1955,6.0,5.0,220.0,Penn State,1933-12-30 00:00:00,1933,76062,Jesse Arnelle,"Arnelle, Jesse",J. Arnelle,jesse-arnelle,1933-12-30 00:00:00,Penn State,USA,Penn State/USA,6-5,220.0,1.0,15-18,Forward,Inactive,N,1610612765,Pistons,FTW,pistons,Ft. Wayne Zollner,HISTADD_jesse_arnelle,1955.0,1955.0,N,Y,Y,1955,2,13,N
66,ARNZEBO01,bob,arnzen,F,1969,1973,6.0,5.0,205.0,Notre Dame,1947-11-03 00:00:00,1947,76064,Bob Arnzen,"Arnzen, Bob",B. Arnzen,bob-arnzen,1947-11-03 00:00:00,Notre Dame,USA,Notre Dame/USA,6-5,205.0,1.0,21-30,Forward,Inactive,N,1610612758,Royals,CIN,kings,Cincinnati,HISTADD_bob_arnzen,1970.0,1970.0,N,Y,Y,1969,8,103,N
67,ARROYCA01,carlos,arroyo,G,2001,2004,6.0,2.0,220.0,Florida Int,1979-07-30 00:00:00,1979,2306,Carlos Arroyo,"Arroyo, Carlos",C. Arroyo,carlos-arroyo,1979-07-30 00:00:00,Florida International,Puerto Rico,Florida International/Puerto Rico,6-2,200.0,10.0,45,Guard,Inactive,N,1610612753,Magic,ORL,magic,Orlando,carlos_arroyo,2001.0,2010.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
68,ARTHUJO01,john,arthurs,G,1969,1969,6.0,4.0,185.0,Tulane,1947-08-15 00:00:00,1947,76065,John Arthurs,"Arthurs, John",J. Arthurs,john-arthurs,1947-08-15 00:00:00,Tulane,USA,Tulane/USA,6-4,185.0,1.0,12,Guard,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,HISTADD_john_arthurs,1969.0,1969.0,N,Y,Y,1969,6,73,N
69,ASKEWVI01,vincent,askew,G,1987,1997,6.0,6.0,210.0,Memphis State,1966-02-28 00:00:00,1966,355,Vincent Askew,"Askew, Vincent",V. Askew,vincent-askew,1966-02-28 00:00:00,Memphis,USA,Memphis/USA,6-6,210.0,9.0,,Guard,Inactive,N,0,,,,,vincent_askew,1987.0,1997.0,N,Y,Y,1987,2,39,N
70,ASMONDO01,don,asmonga,G,1953,1953,6.0,2.0,185.0,California (PA),1928-02-15 00:00:00,1928,76068,Don Asmonga,"Asmonga, Don",D. Asmonga,don-asmonga,1928-02-15 00:00:00,Alliance,USA,Alliance/USA,6-2,185.0,1.0,,Guard,Inactive,N,1610610024,Bullets,BAL,bullets,Baltimore,HISTADD_don_asmonga,1953.0,1953.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
71,ATHARI01,richard,atha,G,1955,1957,6.0,2.0,190.0,Indiana State,1931-09-21 00:00:00,1931,76069,Richard Atha,"Atha, Richard",R. Atha,richard-atha,1931-09-21 00:00:00,Indiana State,USA,Indiana State/USA,6-2,190.0,2.0,7,Guard,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_dick_atha,1955.0,1957.0,N,Y,Y,1953,,,N
72,ATKINCH01,chucky,atkins,G,1999,2004,5.0,11.0,160.0,South Florida,1974-08-14 00:00:00,1974,1088,Chucky Atkins,"Atkins, Chucky",C. Atkins,chucky-atkins,1974-08-14 00:00:00,South Florida,USA,South Florida/USA,5-11,185.0,12.0,17,Guard,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,chucky_atkins,1999.0,2009.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
73,AUBUCCH01,chet,aubuchon,G,1946,1946,5.0,10.0,137.0,Michigan State,1916-05-08 00:00:00,1916,76071,Chet Aubuchon,"Aubuchon, Chet",C. Aubuchon,chet-aubuchon,1916-05-08 00:00:00,Michigan State,USA,Michigan State/USA,5-10,137.0,1.0,,Guard,Inactive,N,1610610028,Falcons,DEF,falcons,Detroit,HISTADD_chet_aubuchon,1946.0,1946.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
74,AUGMOST01,stacey,augmon,G,1991,2004,6.0,6.0,205.0,UNLV,1968-08-01 00:00:00,1968,278,Stacey Augmon,"Augmon, Stacey",S. Augmon,stacey-augmon,1968-08-01 00:00:00,UNLV,USA,UNLV/USA,6-8,213.0,16.0,2,Forward-Guard,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,stacey_augmon,1991.0,2005.0,N,Y,Y,1991,1,9,N
75,AUSTIJO01,john,austin,G,1966,1967,6.0,0.0,170.0,Boston College,1944-08-31 00:00:00,1944,76073,John Austin,"Austin, John",J. Austin,john-austin,1944-08-31 00:00:00,Boston College,USA,Boston College/USA,6-0,170.0,1.0,34,Guard,Inactive,N,1610612764,Bullets,BLT,wizards,Baltimore,HISTADD_johnny_austin,1966.0,1966.0,N,Y,Y,1966,4,38,N
76,AVENTAN01,anthony,avent,F,1992,1999,6.0,9.0,235.0,Seton Hall,1969-10-18 00:00:00,1969,138,Anthony Avent,"Avent, Anthony",A. Avent,anthony-avent,1969-10-18 00:00:00,Seton Hall,USA,Seton Hall/USA,6-9,240.0,6.0,30,Center,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,anthony_avent,1992.0,1999.0,N,Y,Y,1991,1,15,N
77,AVERIWI01,william,averitt,G,1976,1977,6.0,1.0,170.0,Pepperdine,1952-07-22 00:00:00,1952,76076,William Averitt,"Averitt, William",W. Averitt,william-averitt,1952-07-22 00:00:00,Pepperdine,USA,Pepperdine/USA,6-2,170.0,2.0,15,Guard,Inactive,N,1610612746,Braves,BUF,clippers,Buffalo,HISTADD_bird_averitt,1976.0,1977.0,N,Y,Y,1973,4,55,N
78,AVERYWI01,william,avery,G,1999,2001,6.0,2.0,197.0,Duke,1979-08-08 00:00:00,1979,1895,William Avery,"Avery, William",W. Avery,william-avery,1979-08-08 00:00:00,Duke,USA,Duke/USA,6-2,180.0,4.0,30,Guard,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,william_avery,1999.0,2002.0,N,Y,Y,1999,1,14,N
79,AWTREDE01,dennis,awtrey,C,1970,1981,6.0,10.0,235.0,Santa Clara,1948-02-22 00:00:00,1948,76078,Dennis Awtrey,"Awtrey, Dennis",D. Awtrey,dennis-awtrey,1948-02-22 00:00:00,Santa Clara,USA,Santa Clara/USA,6-10,235.0,12.0,20,Center,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,HISTADD_dennis_awtrey,1970.0,1981.0,N,Y,Y,1970,3,46,N
80,BABICMI01,milos,babic,C,1990,1991,7.0,0.0,240.0,Tennessee Tech,1968-11-23 00:00:00,1968,76079,Milos Babic,"Babic, Milos",M. Babic,milos-babic,1968-11-23 00:00:00,Tennessee Tech,USA,Tennessee Tech/USA,7-0,240.0,2.0,00,Center,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,HISTADD_milos_babic,1990.0,1991.0,N,Y,Y,1990,2,50,N
81,BACHJO01,johnny,bach,F,1948,1948,6.0,2.0,180.0,Fordham,1924-07-10 00:00:00,1924,76080,Johnny Bach,"Bach, Johnny",J. Bach,johnny-bach,1924-07-10 00:00:00,Fordham,USA,Fordham/USA,6-2,180.0,1.0,17,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_johnny_bach,1948.0,1948.0,N,Y,Y,1948,,,N
82,BAECHJI01,jim,baechtold,F,1952,1956,6.0,4.0,205.0,Eastern Kentucky,1927-12-09 00:00:00,1927,76081,Jim Baechtold,"Baechtold, Jim",J. Baechtold,jim-baechtold,1927-12-09 00:00:00,Eastern Kentucky,USA,Eastern Kentucky/USA,6-4,205.0,5.0,10,Forward,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_jim_baechtold,1952.0,1956.0,N,Y,Y,1952,1,2,N
83,BAGARDA01,dalibor,bagaric,C,2000,2002,7.0,1.0,255.0,none,1980-02-07 00:00:00,1980,2053,Dalibor Bagaric,"Bagaric, Dalibor",D. Bagaric,dalibor-bagaric,1980-07-02 00:00:00,Benston Zagreb,Croatia,Benston Zagreb/Croatia,7-1,290.0,4.0,11,Center,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,dalibor_bagaric,2000.0,2002.0,N,Y,Y,2000,1,24,N
84,BAGLEJO01,john,bagley,G,1982,1993,6.0,0.0,185.0,Boston College,1960-04-23 00:00:00,1960,76082,John Bagley,"Bagley, John",J. Bagley,john-bagley,1960-04-23 00:00:00,Boston College,USA,Boston College/USA,6-0,185.0,11.0,5,Guard,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,HISTADD_john_bagley,1982.0,1993.0,N,Y,Y,1982,1,12,N
85,BAILECA01,carl,bailey,C,1981,1981,7.0,0.0,210.0,Tuskegee,1958-04-23 00:00:00,1958,76084,Carl Bailey,"Bailey, Carl",C. Bailey,carl-bailey,1958-04-23 00:00:00,Tuskegee,USA,Tuskegee/USA,7-0,210.0,1.0,21,Center,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,HISTADD_carl_bailey,1981.0,1981.0,N,Y,Y,1980,3,66,N
86,BAILEGU01,gus,bailey,G,1974,1979,6.0,5.0,185.0,UTEP,1951-02-18 00:00:00,1951,76083,Gus Bailey,"Bailey, Gus",G. Bailey,gus-bailey,1951-02-18 00:00:00,Texas-El Paso,USA,Texas-El Paso/USA,6-5,185.0,5.0,20,Guard,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,HISTADD_gus_bailey,1974.0,1979.0,N,Y,Y,1974,2,23,N
87,BAILEJA01,james,bailey,F,1979,1987,6.0,9.0,220.0,Rutgers,1957-05-21 00:00:00,1957,76085,James Bailey,"Bailey, James",J. Bailey,james-bailey,1957-05-21 00:00:00,Rutgers,USA,Rutgers/USA,6-9,220.0,9.0,2,Forward,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,HISTADD_james_bailey,1979.0,1987.0,N,Y,Y,1979,1,6,N
88,BAILETH01,thurl,bailey,F,1983,1998,6.0,11.0,215.0,North Carolina State,1961-04-07 00:00:00,1961,1847,Thurl Bailey,"Bailey, Thurl",T. Bailey,thurl-bailey,1961-04-07 00:00:00,North Carolina State,USA,North Carolina State/USA,6-11,247.0,12.0,41,Forward,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,thurl_bailey,1983.0,1998.0,N,Y,Y,1983,1,7,N
89,BAILETO01,toby,bailey,G,1998,1999,6.0,6.0,213.0,UCLA,1975-11-19 00:00:00,1975,1753,Toby Bailey,"Bailey, Toby",T. Bailey,toby-bailey,1975-11-19 00:00:00,UCLA,USA,UCLA/USA,6-6,213.0,3.0,11,Guard,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,toby_bailey,1998.0,2002.0,N,Y,Y,1998,2,45,N
90,BAKERMA01,mark,baker,G,1998,1998,6.0,1.0,175.0,Ohio State,1969-11-11 00:00:00,1969,1858,Mark Baker,"Baker, Mark",M. Baker,mark-baker,1969-11-11 00:00:00,Ohio State,USA,Ohio State/USA,6-1,175.0,1.0,,Guard,Inactive,N,0,,,,,mark_baker,1998.0,1998.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
91,BAKERNO01,norm,baker,G,1946,1946,6.0,0.0,180.0,none,1923-02-17 00:00:00,1923,76089,Norm Baker,"Baker, Norm",N. Baker,norm-baker,1923-02-17 00:00:00,Victoria,Canada,Victoria/Canada,6-0,180.0,1.0,,Guard,Inactive,N,1610610025,Stags,CHS,stags,Chicago,HISTADD_norm_baker,1946.0,1946.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
92,BAKERVI01,vin,baker,F,1993,2004,6.0,10.5,232.0,Hartford,1971-11-23 00:00:00,1971,452,Vin Baker,"Baker, Vin",V. Baker,vin-baker,1971-11-23 00:00:00,Hartford,USA,Hartford/USA,6-11,240.0,13.0,34,Forward,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,vin_baker,1993.0,2005.0,N,Y,Y,1993,1,8,N
93,BAKERMA02,maurice,baker,G,2004,2004,6.0,1.0,175.0,Oklahoma St.,1979-07-28 00:00:00,1979,2486,Maurice Baker,"Baker, Maurice",M. Baker,maurice-baker,1979-07-28 00:00:00,Oklahoma State,USA,Oklahoma State/USA,6-2,200.0,2.0,,Guard,Inactive,N,0,,,,,maurice_baker,2002.0,2004.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
94,BALLCE01,cedric,ball,F,1990,1990,6.0,8.0,210.0,UNC-Charlotte,1968-04-16 00:00:00,1968,76090,Cedric Ball,"Ball, Cedric",C. Ball,cedric-ball,1968-04-16 00:00:00,North Carolina-Charlotte,USA,North Carolina-Charlotte/USA,6-8,210.0,1.0,44,Forward,Inactive,N,1610612746,Clippers,LAC,clippers,Los Angeles,HISTADD_cedric_ball,1990.0,1990.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
95,BALLAGR01,greg,ballard,F,1977,1988,6.0,7.0,215.0,Oregon,1955-01-29 00:00:00,1955,76091,Greg Ballard,"Ballard, Greg",G. Ballard,greg-ballard,1955-01-29 00:00:00,Oregon,USA,Oregon/USA,6-7,215.0,11.0,42,Forward,Inactive,N,1610612764,Bullets,WAS,wizards,Washington,HISTADD_greg_ballard,1977.0,1988.0,N,Y,Y,1977,1,4,N
96,BALTIHE01,herschel,baltimore,F,1946,1946,6.0,4.0,195.0,Penn State,1921-06-21 00:00:00,1921,76092,Herschel Baltimore,"Baltimore, Herschel",H. Baltimore,herschel-baltimore,1921-06-21 00:00:00,Penn State,USA,Penn State/USA,6-4,195.0,1.0,,Forward,Inactive,N,1610610034,Bombers,BOM,bombers,St. Louis,HISTADD_herk_baltimore,1946.0,1946.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
97,BANKSGE01,gene,banks,F,1981,1986,6.0,7.0,215.0,Duke,1959-05-15 00:00:00,1959,76093,Gene Banks,"Banks, Gene",G. Banks,gene-banks,1959-05-15 00:00:00,Duke,USA,Duke/USA,6-7,215.0,6.0,20,Forward,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,HISTADD_gene_banks,1981.0,1986.0,N,Y,Y,1981,2,28,N
98,BANKSMA01,marcus,banks,G,2003,2004,6.0,2.0,220.0,UNLV,1981-11-19 00:00:00,1981,2556,Marcus Banks,"Banks, Marcus",M. Banks,marcus-banks,1981-11-19 00:00:00,UNLV,USA,UNLV/USA,6-2,205.0,9.0,15,Guard,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,marcus_banks,2003.0,2010.0,Y,Y,Y,2003,1,13,N
99,BANNIKE01,ken,bannister,F,1984,1990,6.0,9.0,235.0,St. Augustine,1960-04-01 00:00:00,1960,76094,Ken Bannister,"Bannister, Ken",K. Bannister,ken-bannister,1960-04-01 00:00:00,St. Augustine's,USA,St. Augustine's/USA,6-9,235.0,5.0,51,Forward,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_ken_bannister,1984.0,1990.0,N,Y,Y,1984,7,156,N
100,BANTOMI01,mike,bantom,F,1973,1981,6.0,9.0,200.0,St. Joseph's (PA),1951-12-03 00:00:00,1951,76095,Mike Bantom,"Bantom, Mike",M. Bantom,mike-bantom,1951-12-03 00:00:00,St. Joseph's (PA),USA,St. Joseph's (PA)/USA,6-9,200.0,9.0,42,Forward,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,HISTADD_mike_bantom,1973.0,1981.0,N,Y,Y,1973,1,8,N
101,BARBEJO01,john,barber,F,1956,1956,6.0,6.0,210.0,Los Angeles State,1927-06-27 00:00:00,1927,76096,John Barber,"Barber, John",J. Barber,john-barber,1927-06-27 00:00:00,California State-Los Angeles,USA,California State-Los Angeles/USA,6-6,210.0,1.0,25,Forward,Inactive,N,1610612737,Hawks,STL,hawks,St. Louis,HISTADD_john_barber,1956.0,1956.0,N,Y,Y,1956,,,N
102,BARDOST01,stephen,bardo,G,1991,1995,6.0,5.0,190.0,Illinois,1968-04-05 00:00:00,1968,76097,Stephen Bardo,"Bardo, Stephen",S. Bardo,stephen-bardo,1968-04-05 00:00:00,Illinois,USA,Illinois/USA,6-5,190.0,3.0,25,Guard,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,HISTADD_stephen_bardo,1991.0,1995.0,N,Y,Y,1990,2,41,N
103,BARKECL01,cliff,barker,G,1949,1951,6.0,2.0,185.0,Kentucky,1921-01-15 00:00:00,1921,76098,Cliff Barker,"Barker, Cliff",C. Barker,cliff-barker,1921-01-15 00:00:00,Kentucky,USA,Kentucky/USA,6-2,185.0,3.0,,Guard,Inactive,N,1610610030,Olympians,INO,olympians,Indianapolis,HISTADD_cliff_barker,1949.0,1951.0,N,Y,Y,1949,5,,N
104,BARKETO01,tom,barker,C,1976,1978,6.0,11.0,225.0,Hawaii,1955-03-11 00:00:00,1955,76099,Tom Barker,"Barker, Tom",T. Barker,tom-barker,1955-03-11 00:00:00,Hawaii,USA,Hawaii/USA,6-11,225.0,2.0,6,Center,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,HISTADD_tom_barker,1976.0,1978.0,N,Y,Y,1976,4,53,N
105,BARKLCH01,charles,barkley,F,1984,1999,6.0,5.0,250.0,Auburn,1963-02-20 00:00:00,1963,787,Charles Barkley,"Barkley, Charles",C. Barkley,charles-barkley,1963-02-20 00:00:00,Auburn,USA,Auburn/USA,6-6,252.0,16.0,34,Forward,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,charles_barkley,1984.0,1999.0,N,Y,Y,1984,1,5,Y
106,BARKLER01,erick,barkley,G,2000,2001,6.0,1.0,177.0,St. John's,1978-02-21 00:00:00,1978,2057,Erick Barkley,"Barkley, Erick",E. Barkley,erick-barkley,1978-02-21 00:00:00,St. John's (NY),USA,St. John's (NY)/USA,6-1,185.0,3.0,1,Guard,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,erick_barkley,2000.0,2002.0,N,Y,Y,2000,1,28,N
107,BARKSDO01,don,barksdale,F,1951,1954,6.0,6.0,200.0,UCLA,1923-03-31 00:00:00,1923,76102,Don Barksdale,"Barksdale, Don",D. Barksdale,don-barksdale,1923-03-31 00:00:00,UCLA,USA,UCLA/USA,6-6,200.0,4.0,17,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_don_barksdale,1951.0,1954.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
108,BARNEJI01,jim,barnes,C,1964,1970,6.0,8.0,210.0,Texas Western,1941-04-13 00:00:00,1941,76105,Jim Barnes,"Barnes, Jim",J. Barnes,jim-barnes,1941-04-13 00:00:00,Texas-El Paso,USA,Texas-El Paso/USA,6-8,210.0,7.0,12,Center,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_jim_barnes,1964.0,1970.0,N,Y,Y,1964,1,1,N
109,BARNEMA01,marvin,barnes,F,1974,1979,6.0,8.0,210.0,Providence,1952-07-27 00:00:00,1952,76104,Marvin Barnes,"Barnes, Marvin",M. Barnes,marvin-barnes,1952-07-27 00:00:00,Providence,USA,Providence/USA,6-9,210.0,4.0,27,Forward,Inactive,N,1610612746,Clippers,SDC,clippers,San Diego,HISTADD_marvin_barnes,1976.0,1979.0,N,Y,Y,1974,1,2,N
110,BARNEMA02,matt,barnes,F,2003,2004,6.0,7.0,235.0,UCLA,1980-03-09 00:00:00,1980,2440,Matt Barnes,"Barnes, Matt",M. Barnes,matt-barnes,1980-03-09 00:00:00,UCLA,USA,UCLA/USA,6-7,226.0,15.0,22,Forward,Inactive,N,1610612746,Clippers,LAC,clippers,Los Angeles,matt_barnes,2002.0,2016.0,N,Y,Y,2002,2,45,N
111,BARNEJI02,jim,barnett,G,1966,1976,6.0,4.0,170.0,Oregon,1944-07-07 00:00:00,1944,76106,Jim Barnett,"Barnett, Jim",J. Barnett,jim-barnett,1944-07-07 00:00:00,Oregon,USA,Oregon/USA,6-4,170.0,11.0,33,Guard,Inactive,N,1610612744,Warriors,GOS,warriors,Golden State,HISTADD_jim_barnett,1966.0,1976.0,N,Y,Y,1966,1,8,N
112,BARNHJO01,john,barnhill,G,1962,1971,6.0,1.0,180.0,Tennessee State,1938-03-20 00:00:00,1938,76108,John Barnhill,"Barnhill, John",J. Barnhill,john-barnhill,1938-03-20 00:00:00,Tennessee State,USA,Tennessee State/USA,6-1,180.0,7.0,11,Guard,Inactive,N,1610612737,Hawks,STL,hawks,St. Louis,HISTADD_rabbit_barnhill,1962.0,1968.0,N,Y,Y,1959,11,77,N
113,BARNHNO01,norton,barnhill,G,1976,1976,6.0,4.0,205.0,Washington State,1953-07-15 00:00:00,1953,76109,Norton Barnhill,"Barnhill, Norton",N. Barnhill,norton-barnhill,1953-07-15 00:00:00,Washington State,USA,Washington State/USA,6-4,205.0,1.0,10,Guard,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,HISTADD_norton_barnhill,1976.0,1976.0,N,Y,Y,1976,8,134,N
114,BARNHLE01,leo,barnhorst,F,1949,1953,6.0,4.0,190.0,Notre Dame,1924-05-11 00:00:00,1924,76110,Leo Barnhorst,"Barnhorst, Leo",L. Barnhorst,leo-barnhorst,1924-05-11 00:00:00,Notre Dame,USA,Notre Dame/USA,6-4,190.0,5.0,8-15,Forward,Inactive,N,1610610030,Olympians,INO,olympians,Indianapolis,HISTADD_barney_barnhorst,1949.0,1953.0,N,Y,Y,1949,2,,N
115,BARRJO01,john,barr,F,1946,1946,6.0,3.0,205.0,Penn State,1918-08-18 00:00:00,1918,76111,John Barr,"Barr, John",J. Barr,john-barr,1918-08-18 00:00:00,Penn State,USA,Penn State/USA,6-3,205.0,1.0,,Forward,Inactive,N,1610610034,Bombers,BOM,bombers,St. Louis,HISTADD_john_barr,1946.0,1946.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
116,BARRMI01,mike,barr,G,1972,1976,6.0,3.0,180.0,Duquesne,1950-10-19 00:00:00,1950,76112,Mike Barr,"Barr, Mike",M. Barr,mike-barr,1950-10-19 00:00:00,Duquesne,USA,Duquesne/USA,6-3,180.0,1.0,34,Guard,Inactive,N,1610612758,Kings,KCK,kings,Kansas City,HISTADD_mike_barr,1976.0,1976.0,N,Y,Y,1972,13,180,N
117,BARREER01,ernie,barrett,G,1953,1955,6.0,3.0,180.0,Kansas State,1929-08-27 00:00:00,1929,76114,Ernie Barrett,"Barrett, Ernie",E. Barrett,ernie-barrett,1929-08-27 00:00:00,Kansas State,USA,Kansas State/USA,,,2.0,,,Inactive,N,0,,,,,europelive,1953.0,2008.0,N,Y,Y,1951,1,7,N
118,BARRODA01,dana,barros,G,1989,2003,5.0,11.0,163.0,Boston College,1967-04-13 00:00:00,1967,344,Dana Barros,"Barros, Dana",D. Barros,dana-barros,1967-04-13 00:00:00,Boston College,USA,Boston College/USA,5-11,165.0,15.0,,Guard,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,dana_barros,1989.0,2003.0,N,Y,Y,1989,1,16,N
119,BARRYBR01,brent,barry,G,1995,2004,6.0,6.0,185.0,Oregon State,1971-12-31 00:00:00,1971,699,Brent Barry,"Barry, Brent",B. Barry,brent-barry,1971-12-31 00:00:00,Oregon State,USA,Oregon State/USA,6-7,210.0,15.0,17,Guard,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,brent_barry,1995.0,2008.0,N,Y,Y,1995,1,15,N
120,BARRYDR01,drew,barry,G,1997,1999,6.0,5.0,191.0,Georgia Tech,1973-02-17 00:00:00,1973,1003,Drew Barry,"Barry, Drew",D. Barry,drew-barry,1973-02-17 00:00:00,Georgia Tech,USA,Georgia Tech/USA,6-5,191.0,3.0,10,Guard,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,drew_barry,1997.0,1999.0,N,Y,Y,1996,2,57,N
121,BARRYJO01,jon,barry,G,1992,2004,6.0,4.0,195.0,Georgia Tech,1969-07-25 00:00:00,1969,468,Jon Barry,"Barry, Jon",J. Barry,jon-barry,1969-07-25 00:00:00,Georgia Tech,USA,Georgia Tech/USA,6-5,210.0,14.0,,Guard,Inactive,N,0,,,,,jon_barry,1992.0,2005.0,N,Y,Y,1992,1,21,N
122,BARRYRI01,rick,barry,F,1965,1979,6.0,7.0,205.0,Miami (FL),1944-03-28 00:00:00,1944,600013,Rick Barry,"Barry, Rick",R. Barry,rick-barry,1944-03-28 00:00:00,Miami,USA,Miami/USA,6-7,205.0,10.0,24,Forward,Inactive,N,1610612744,Warriors,GOS,warriors,Golden State,HISTADD_rick_barry,1965.0,1979.0,N,Y,Y,1965,1,2,Y
123,BARTEED01,ed,bartels,F,1949,1950,6.0,6.0,195.0,North Carolina State,1925-10-08 00:00:00,1925,76117,Ed Bartels,"Bartels, Ed",E. Bartels,ed-bartels,1925-10-08 00:00:00,North Carolina State,USA,North Carolina State/USA,6-6,195.0,2.0,,Forward,Inactive,N,1610610036,Capitols,WAS,capitols,Washington,HISTADD_ed_bartels,1949.0,1950.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
124,BARTOVI01,vic,bartolome,C,1971,1971,7.0,0.0,230.0,Oregon State,1948-09-29 00:00:00,1948,76118,Vic Bartolome,"Bartolome, Vic",V. Bartolome,vic-bartolome,1948-09-29 00:00:00,Oregon State,USA,Oregon State/USA,7-0,230.0,1.0,20,Center,Inactive,N,1610612744,Warriors,GOS,warriors,Golden State,HISTADD_vic_bartolome,1971.0,1971.0,N,Y,Y,1970,6,87,N
125,BASSETI01,tim,bassett,F,1973,1979,6.0,8.0,225.0,Georgia,1951-04-01 00:00:00,1951,76120,Tim Bassett,"Bassett, Tim",T. Bassett,tim-bassett,1951-04-01 00:00:00,Georgia,USA,Georgia/USA,6-8,225.0,4.0,21,Forward,Inactive,N,1610612751,Nets,NJN,nets,New Jersey,HISTADD_tim_bassett,1976.0,1979.0,N,Y,Y,1973,7,106,N
126,BATEEME01,mengke,bateer,C,2001,2003,6.0,11.0,290.0,,1975-11-20 00:00:00,1975,2370,Mengke Bateer,"Bateer, Mengke",M. Bateer,mengke-bateer,1975-11-20 00:00:00,Beijing,China,Beijing/China,6-11,290.0,4.0,,Center,Inactive,N,0,,,,,mengke_bateer,2001.0,2003.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
